Reviews;Keyphrases
perfect shelving unit. This is the perfect shelving unit for my space in a shotgun style apartment. I had in mind to look for a unit that was a combo of metal and wood and voila! I saw this on floor display with the New signage and was instantly sold. It's pretty straightforward and easy to build. It took about 2 hours because I was watching TV. :);Combination of metal and wood - Positive, perfectly fit my space - Positive, easy to build - Positive, straightforward assembly - Positive, took 2 hours - Neutral.
Versatile, good-looking and inexpensive!. I've bought several of these in different configurations, love them all.;Bought several - neutral, versatile - Positive, good-looking - Positive, Inexpensive - Positive.
Solid, easy to set up, looks great!. I purchased this for board game storage and it is just about perfect—sturdy, the sections are a great size, and and the whole unit looks great. The ease of setup was a wonderful bonus.;Board game storage - neutral, Solid - Positive, sturdy - Positive, great size - Positive, looks great - Positive.
Great product!. Easy to assemble. Light weight but very sturdy.;Easy assembly - Positive, Lightweight - Neutral, Sturdy - Positive.
Sturdy. Very unique , it could of had the last shelf in wood too!;Unique - Positive, could have had wooden last shelf - Neutral, Sturdy - Positive.
. I am bought this to help organize my closet and I love it. It is pretty enough though to go any place in my house.;Organizes closet - Positive, Attractive design - Positive.
Great. Great size, great price, and well done.;Great size - Positive, Great price - Positive, Well done - Positive.
Nothing. Nothing;
. Easy to build and stores a lot. Looks good too! Love the height as well.;Easy to build - Positive, stores a lot - Positive, looks good - Positive, love the height - Positive.
Nice!. I bought three of these to make a small bookcase in the corner of my bedroom. They go together easily enough, but it is hard to get the last corner to meet. I eventually got it to work and it looks great.;Bought three - Neutral, easy enough to assemble - neutral, hard to get last corner to meet - Negative, looks great - Positive.
Great for vinyl records!. I bought a 2x4 unit specifically for storing records. I don't know that I could say enough good things about these! I can store a ton of records, box set, etc. with this and everything fits perfectly. I'm planning to get another/more! The design is nice and simple. I've had it over a year and not a single problem with wear, scratches, finish, etc.;Great for vinyl records - Positive, stores a ton of records - Positive, fits perfectly - Positive, simple design - Positive, no problems - Positive.
Good shelf. I miss the more sturdy feel of the expedit collection vs the newer kallax collection. This shelf feels more flimsy. It will work for its purpose of holding my daughters toys, but I don’t expect it to hold up for several years to come;Shelf - neutral, feels flimsy - negative, holds daughter's toys - neutral, expect shorter lifespan - negative.
Love it for craft and. Love it for craft and sewing room organization - just wish there was a cube system with slightly larger cube dimensions to fit scrapbooking boxes - 15” would be perfection!;Love for craft room - Positive, wish for larger cubes - Neutral.
Easy assembly if you pay attention to the side labeled # 1. I have assembled many IKEA items, this one almost did me in! You MUST be certain to have the side labeled with the # 1 in the correct position or you will be unable to assemble this item correctly. Once I figured that out, assembly was a snap.;Correct assembly - Neutral, Easy assembly with instructions - Positive, IKEA product - Neutral.
I bought two. And put in both side of tv console;Bought two - Neutral, Put on both sides - neutral.
Good product. pretty sturdy easy to assemble;Pretty sturdy - positive, easy to assemble - positive.
Solid piece of furniture and. Solid piece of furniture and very satisfied with the quality.;Solid piece of furniture - positive, satisfied with quality - positaive.
love my kallax. my entire office is full of kallax;Full office with kallax - Neutral, love kallax - Positive.
Absolutely Perfect. I just moved from the apartment I'd been living in for 16 years and decideed to take no furniture of any kind with me and start over. I bought three of these, two nighstands, and one rolling office cart to get me started and couldn't be happier.;Moved from old apartment - neutral, decided to start over with new furniture - neutral, bought 3 pieces - neutral, couldn't be happier - Positive.
. We bought this as a shelf for the television and it’s a perfect match.;Perfect match for TV - Positive.
Great for organizing toys. Great for organizing toys;Organizing toys - Positive, Positive (repeated keyword, assumed to be keyphrase for emphasis) - Positive.
Easy assemble. Great value.. Easy assemble. Great value.;Easy assemble - Positive, Great value - Positive.
Perfect fit. I can perfectly place lots of books, records, and use the drawers for makeup and miscellaneous items, holds so much and very sturdy, looks sleek and a good center piece for a room;Perfectly places items - Positive, holds lots - Positive, sturdy - Positive, sleek design - Positive, good centerpiece - Positive.
Awesome. Awesome;I couldn't extract any key characteristics or sentiments from the given sentence as it consists of the same word repeated twice without providing any context or information about the product.
Lovely Shelving. My husband and I are very pleased with this unit. If only Ikea provided a half size (height) or added width version, we'd be able to complete the our desired look in our sitting room without having to find something to fit next to it to accommodate books.;Sitting room - Neutral, lovely shelving - Positive, complete look - positive, desired size - Negative.
Second answer to new years resolution. A little difficult to assemble, but not impossible.;Second answer to resolution - Neutral, Difficult to assemble - negative.
Love the Kallax to build. Love the Kallax to build my craft area and storage.;Love to build - Positive, craft area - Neutral, storage - Neutral.
Team Kallax for Life. If I could build a house from these, I would.;Team Kallax - Positive, if could build house - Positive.
Great product. Bought the drawers. Great product. Bought the drawers for it and it’s perfect!;Bought drawers - Neutral, Great product - Positive.
Looks Great!. Easy to put together! Fits perfectly in the assigned space.;Easy to put together - positive, Looks great - positive, Fits perfectly - positive.
Looks great and is the. Looks great and is the perfect size!;Looks great - Positive, Perfect size - Positive.
. Really like this shelf. Very stylish & pretty!!;Really like shelf - Positive, Stylish - Positive, Pretty - Positive.
Storage shelf. Worked great for my daughters room;Worked great - Positive, for daughter's room - neutral.
I bought this to use. I bought this to use next to my TV chair. It works as well as I imagined.;Works as imagined - Positive.
The 3x4 was sold out,. The 3x4 was sold out, so picked-up the 3x3 and it worked fine. Still planning to pick-up a 3x4 when it's back in stock.;3x4 out of stock - negative, picked up 3x3 instead - neutral, plans to buy 3x4 later - neutral.
Worked well for a weird place. We bought four teal ones of these and painted the back panels the same off-white as our walls, then we hung them so they were spaced about an inch apart (this was because we thought that hanging them to be right next to each other would easily have little gaps between them and look off). This is all a safe distance over a baseboard heater where we couldn't put a normal bookcase. Then I finished a piece of pine craft wood and put it across the top of the whole thing, which just gives us a nice flat surface for lamp, pictures, what not. Books go inside the boxes. It looks really good and works perfectly.;Weird placement - neutral, teal color - neutral, painted back panels - neutral, hung shelves an inch apart - neutral, safe distance from heater - neutral, flat surface on top - positive, looks good - positive, works perfectly - positive.
Perfect for my walking closet. My WIC was just a big mess. I got one of this and some boxes and the change is bigger than I expected. Easy to assemble and you can have different combinations or place it vertical or horizontal. Love the look of my closet.;Organized closet - Positive, easy assembly - Positive, versatile design - Positive.
Easy to put together, nice. Easy to put together, nice way to organize all my craft papers!;Easy to put together - Positive, nice - Positive.
The Reigning Champion of Storage. We have Kallax units of varying sizes throughout our house and love the flexibility the bring to storage. Our 2 by 4 units in black/brown flank our Brimnes TV stand a bookcases to create a wall of storage options in our living room. When the holidays roll around the light material the Kallax units are made of lets us easily move them to the garage while our holiday decorations are up. What more could you ask for if it looks great and is highly functional?;Flexible storage - Positive, looks great - Positive, highly functional - Positive, made of light material - Positive, easy to move - Positive, available in varying sizes - Positive.
Great!. Excellent choice! very sturdy and it looks fantastic with my other furniture. It's not very easy to assembly but it's worth it.;Very sturdy - Positive, Looks fantastic - Positive, Not easy to assemble - Negative.
Beautiful!. This cube storage is great! it has nice thick panels and looks very high end! And to top it off? Its very lightweight! I have cube storage from other companies, and they look and feel cheap. NOT this one! Very glad I made this purchase!!;Nice thick panels - Positive, high-end look - Positive, lightweight - Positive, looks and feels cheap (other companies) - Negative, glad made purchase - Positive.
Absolutely LOVE this unit!. This unit is amazing! It fits perfectly on my craft room wall and enables me to organize all my tools and supplies.;Absolutely love this unit - Positive, fits perfectly - Positive, enables organization - positive.
Love it !. I brought this product in early June of this year. I brought some bins to use as storage, I also use it to put my 40in Samsung tv on. The quality is great! The only down was that it didn't state the you would probably need a power drill to fully secure everything. Also I did like the fact that there wasn't a backing, but it didn't matter too much because I just ended up purchasing some bins that made storaging more organize. Also for the value you can't beat it !;Bought in June - Neutral, quality is great - Positive, supports TV - Positive, required power drill - Negative, no backing - Neutral, good value - Positive.
Excellent storage solution.. Excellent storage solution.;Excellent storage solution - Positive.
Great addition to our walk in closet. We looked at other organizers in other stores and this one is by far better quality. It’s a great addition to our walk in closet. Just waiting to be able to get the drawer inserts;Great addition - Positive, better quality - Positive, waiting for drawer inserts - Neutral.
Purchased three of these. I use two standing up and one on it’s side, easy to assemble, sturdy;Easily assembled - Positive, sturdy - Positive, used in multiple ways - neutral.
Sturdy and super versatile.. i love it it looks so good in my sons nursery.;Sturdy - Positive, Super versatile - positive, looks good - positive.
It’s great, I wish I. It’s great, I wish I had seen the one with the drawers first however!!;It's great - Positive.
. I am happy for bought this shelf, very easy to put together and very strong shelf;Easy to put together - Positive, Strong shelf - Positive.
Absolutely LOVE this shelf unit!. This is a perfect addition to my small office. I appreciate the simple design (white)....has a modern look, pretty spacious and my cute binders/organizers really give it a pop of color! I'm thinking of getting another one to go under the TV in my bedroom.;Small office - Neutral, simple design - Positive, modern look - Positive, spacious - Positive, gives pop of color - Positive, planning to buy another - Positive.
Solid Shelf!. I got this for my craft room and love it!! It solid, sturdy and very well made.;Solid shelf - Positive, sturdy - Positive.
Love it. Great product, easy to assemble. Looks great. I just got a second one.;Great product - Positive, Easy to assemble - Positive, Looks great - Positive, bought a second one - positive.
Fit perfectly in the space.. Fit perfectly in the space. Pretty easy to put together and is holding all my albums;Fits perfectly - Positive, Pretty easy to put together - Positive, holds all albums - Positive.
Returning. Worth it to go back and buy these;Worth buying again - Positive.
Best storage system for kids. Best storage system for kids bedrooms;Best storage system - Positive, for kids bedrooms - Positive.
No more dresser drawers. Kallax is perfect for our dresser drawer needs. Using a 5x5 for myself and a 3x4 for my husband. We prefer the deep baskets to shallow drawers. I use the door inserts for sweaters and my husband prefers open shelf for his many jeans. So many options.;Replaced dresser drawers - neutral, Kallax is perfect - positive, deep baskets - positive, shallow drawers alternative - negative, many options - positive.
Great purchase. perfect match to other furniture, fits well and it is nice and sturdy.;Great purchase - positive, matches furniture - positive, fits well - positive, sturdy - positive.
Shelf. I just love this, might have to buy more;Love the shelf - Positive, might buy more - Positive.
. Easy to assemble...good looking and value shelf to create extra space in the kitchen/dinning room area.;Easy to assemble - Positive, good looking - Positive, value shelf - Positive.
FINALLY. Finally a way to get Kallax off the floor. I hated the idea of having to screw into my shelves just to be able to sweep under them! Perfect solution.;Finally found solution - Positive, Kallax off the floor - Positive.
Great fit. Looks great and very functional.;Looks great - Positive, functional - Positive.
. This product was previously purchased and returned. Parts are missing and broken. I went through your process to obtain a shipping label, but I never received a return email from IKEA. Then, Covid happened and I couldn’t drive there to return it myself. I would really like this product replaced so I can set it up in my daughter’s room. I also live over an hour away and would prefer shipping rather than driving to return it due to gas costs and time.;Parts missing - Negative, broken - Negative, shipping label - Neutral, return email not received - Negative, live far away - Neutral.
Great Quality. I really wanted the larger unit but they were out of stock. I bought 2 smaller units, at the suggestion of a REALLY thoughtful and knowledgeable employee and affixed them together and put them on a stand. I’m thrilled with the outcome!;Great Quality - Positive, larger unit out of stock - Negative, bought 2 smaller units - Neutral, affixed together - Positive, thrilled with the outcome - Positive.
Perfect for Stereo equipment and albums!. Worked out exactly as we had hoped. Easy assembly and with a few added touches filled our need perfectly.;Ideal for stereo equipment - posivite, albums - positive, hope met - positive, easy assembly - positive.
Excellent vinyl rack. Easy to assemble and spacious;Easy to assemble - Positive, Spacious - Positive.
Perfect for closet and garage organizing.. A small closet with soaps, toothbrushes, etc was in need or organizing and I ended up assembling the cubes in the closet. Perfect results.;Perfect for organizing - Positive, assembled in closet - neutral.
"Perfect for front door threshold landing. I wanted something for the ""entry way"" to the house which is also midway down the stairs to the lower level. Mostly wanted to display our special rocks and have a place for shoes/clogs on the bottom shelf. I also needed to be able to reach behind to the light switch. With a small decorative string of lights, this was the perfect unit to accomplish it all!";Entry way display - Positive, midway down stairs - Neutral, special rocks storage - Positive, shoes storage - Positive, reach light switch - Positive.
These shelves and the drawers. These shelves and the drawers work well in an office space, they have held up for well over 5 years.;Well over 5 years old - Neutral, work well in office space - Positive, held up well - Positive.
Amazing. My 8 year old grandson and I put it together in less than 30 minutes. It was easy to assemble and it fit my needs perfect. In fact I will be going back soon to purchase another one for my grandson.;Easy to assemble - Positive, less than 30 minutes - Positive, fits needs perfectly - Positive, will purchase another - Positive.
Looks amazing!. Bought for storage in basement and looks great! Just what we needed for a modern industrial remodel. Already purchased another one.; Looks amazing - Positive, modern industrial - neutral, bought another one - positive.
Love it!. The Kallax is the very best organizing unit ever!;Best organizing unit - Positive, love it - Positive.
great shelves. they’re modern, with thin, minimal profiles, white, easy to clean and incredibly durable! hopefully these continue to be offered because we could use a few more!!!!;Modern design - positive, thin profiles - positive, white color - positive, easy to clean - positive, durable - positive, available continuation hoped for - neutral.
It is great for storage. Plus it looks beautiful!. I bought this along with boxes for storage. It looks so nice! It was very easy and fun to build. It's slim and looks great in my room! Very easy way to keep organized.;Great for storage - Positive, looks beautiful - Positive, easy to build - Positive, slim design - Positive, keeps organized - Positive.
Totally versatile!. This is the focus of my pet room. Lots of storage space and places for nap. I love that i can add on drawers or boxes;Focus of pet room - neutral, lots of storage - Positive, places for nap - Positive, can add drawers or boxes - Positive.
Some issue. When assembling, it was not perfect match with wooden plates.   And there are some scratchs and dirts.;Not perfect match - Negative, wooden plates - Neutral, scratches - Negative, dirt - Negative.
This piece is beautiful in. This piece is beautiful in my room. The directions were easy to follow.;Beautiful piece - Positive, easy to assemble - Positive.
. This unit is great adds a nice elegant touch my room;Adds elegant touch - Positive.
Great versatile Unit. This thing is huge. Bought the draw & door insertS and made it into a shared dresser for my daughters. Perfect with lots of room. Easy to put together with another set of hands.;Huge unit - positive, bought draw & door inserts - neutral, versatile - positive, shared dresser for daughters - positive, easy to put together - positive.
Perfect for record player!. I bought this bookshelf as a stand for my new record player, and couldn't be happier. Not only is it super sturdy and simply stylish, the cubby holes are the PERFECT size to hold 12-inch records. Win!;Perfect for record player - positive, stylish - positive, super sturdy - positive, cubby holes - positive, ideal size for 12-inch records - positive.
Versatile storage unit. Great look and can be used vertically or horizontally.;Versatile storage unit - Positive, great look - Positive, can be used vertically or horizontally - Positive.
Love it. I absolutely love the VITTSJO. It is the perfect size. It looks great in my living room.;Perfect size - Positive, looks great - Positive, Lovely product- Positive.
Shelving. Easy to assemble, I have three double units and two single units. I also have several Fjalkinge units in my house, for display of my vintage doll collection. I love these two styles of shelving.;Easy to assemble - Positive, have several units - Neutral, love two styles - Positive.
Just what I needed.. This product along with inserts drawer and cabinets are good combination. I like that there are several inserts options to choose from. Really satisfied with the look and quality. Definitely a must buy!!;Several insert options - Positive, good combination - Positive, satisfied with look and quality - Positive, must buy - Positive.
Nice shelves, easy assembly. These shelves work great for our needs. They are sturdy and assembly was very easy. I was able to assemble them myself, and I am not young and a petite female.;Great shelves - positive, easy assembly - positive, sturdy - positive, self-assembled - neutral.
Toy storage. This has worked very well for storage of my little one's toys.;Toy storage - Neutral, worked well - Positive.
Great for teen’s room. We initially purchased the matching desk for our middle school son because the desk is nice and narrow. We liked it so much we decided to purchase this bookshelf because our son loves displaying his Lego creations so this was perfect for that and yet since have some “hidden” storage. And it looks masculine for a young teen turning into an adult.;"Narrow bookshelf - neutral, perfect for displaying Lego creations - Positive, ""hidden"" storage - Positive, masculine look - Positive."
Awesome, WORKS AS I NEEDED. Awesome, WORKS AS I NEEDED;Works as needed - Positive.
Easy storage.. The Kallax series offers great storage at an affordable price. Easy to bring home and put together. Don't forget to search the internet for Ikea Kallax Hacks for some cool ideas.;Affordable price - Positive, easy to bring home - Neutral, easy assembly - Positive, cool ideas on internet - Neutral.
Perfect, and well built !. Wish these were back in stock...at any location !;Well built - Positive, Wish back in stock - Neutral.
Versatile and good looking. Placed one on its long side behind the sofa and it makes a great console table with storage.;Versatile - Positive, good looking - Positive, makes great console table - Positive.
Very solid. Very solid piece. Hearty, solid, and I think the wall-anchors are really well done. They are pretty heavy-duty and well concealed. We put one in our daughters room (sideways) as a bookcase, and will likely add at least one more to another room.;Very solid - positive, heavy-duty - Positive, well-done wall-anchors - Positive, likely adding another - Neutral.
Nice looking shelf. Assembly was easy and the shelf looks good. Definitly looks more expensive than it was.;Nice looking - Positive, Easy assembly - Positive, Looks expensive - Positive.
. This was our second time purchasing this item. We had one for our daughter and it worked so well with organizing we bought one for our son as well.;Second time purchase - Neutral, worked well - Positive.
Great product!. I bought this a few weeks ago to help organize my youngest room and I LOVE IT! Each square is big enough for each large basket;Great product - Positive, big enough for large baskets - Positive.
love these with the inserts. love these with the inserts have bought several over the years;love these - Positive, with inserts - Positive, bought several - Neutral.
Remodeled sewing room. These two shorter units fit back to back under my cutting table and also hold two plastic containers per opening.;Fit back-to-back - Positive, Hold plastic containers - Positive, Shorter units - Neutral.
Smaller than expected for books. Smaller than expected for books;Smaller than expected - Negative.
Perfect for wall unit. Matched up with 3X3 Kallax.. Again worked out great for our needs. Matched up with our other Kallax unit, makes a full wall of storage and a nice addition to the decor in the room.;Matched wall storage - Positive, Great addition to decor - Positive.
Great Shelves. Went together easy. Could not be anymore pleased.;Easy assembly - Positive, pleased - Positive.
Perfect for my needs. Set up in my craft area. Each cube holds two 16qt latch bins. Sorting all materials to have at an arms reach.;Set up in craft area - Positive, Each cube holds 2 bins - neutral, 16qt latch bins - neutral, Sorting materials - Positive.
Hawt and useful. High on looks at low price. Very useful for adding storage.;Attractive look - Positive, Low price - Positive, adds storage - Positive.
Awful. I ordered this the other day and it arrived promptly just now -- went to put it together and it broke irreparably before I could even get it together. I was planning to use it as a small stand for a tall floor plant, to raise it a bit, and also store a watering can and some supplies -- I was going to order a more expensive pedestal table from West Elm and opted for the inexpensive IKEA hack instead. I'm very sorry I did and will now be ordering from West Elm. $20 down the drain -- don't waste your time or money.;Broken irreparably - negative.
We really like this product. We really like this product and have now purchased 4 of them.;Like this product - Positive, have purchased 4 - neutral.
Sturdy. Easy to put togehter.. After buying one Kallax shelf unit, we went back and bought 5 more and will probably add another. We use them throughout the house - from the girls' play area to the office. They are great units.;Sturdy units - Positive, Easy to assemble - Positive, used in various room - Positive.
Great shelf, Can be horizontal. Great shelf, Can be horizontal or vertical, or hung on a wall.;Can be horizontal - Positive, Can be vertical - Positive, Can be hung - Positive.
We love these shelving units.. We love these shelving units. Bought our first one over 12 years ago. Now we have several and couldn’t be happier with the quality.;High quality units - Positive, loved for 12+ years - Positive.
Exactly what was need. This piece was the perfect fit for my Grandfathers space. I purchased the baskets for closed storage and put labels on the front to keep everything organized for the caretakers.;Perfect fit - Positive, baskets - Neutral, closed storage - Neutral, organized - Positive.
. This was a great purchase it fit perfect in a small space without being obtrusive lots of storage and easy to assemble;Great purchase - Positive, fits perfectly - Positive, small space - Neutral, lots of storage - Positive, easy to assemble - Positive.
Love it. We love the Kallax system. This one is being used as a bookshelf next to one just like it. So simple and classic.;Love the Kallax system - Positive, used as bookshelf - Positive.
Answer to my new years resolution.. Easy to.assemble. roomy. Would buy again.;Easy to assemble - Positive, roomy - Positive, would buy again - Positive.
"Will not fit records or record player. I got this to use as a record box. The dimensions seemed like it would work. But I didn't mean to get the one with a door! I installed it anyway, because it was the first step of the instructions. But when I closed the door, the like, half-inch of space that the door takes up makes the box just barely too small for the records. It also will not fit my record player on top of it. Just don't install the door, I know. I have another unit that I will use to hold the records; it will not have doors.";Not suitable for records - Negative, dimensions misleading - negative, has door - Negative, does not fit record player - Negative, does not fit instructions - Neutral, no doors on alternative unit - Neutral.
Kallax. I love my Kallax. I used Task Rabbit to assemble and they were great.;I love my Kallax - Positive, great assembly experience - Neutral.
Looks Great, Assembly Could be Easier.... The piece looks great, but let me tell you, the assembly was complicated. You have to be really careful with alignment. May take some trial and error. The wood on this piece could also be a little higher quality.;Looks great - Positive, Assembly complicated - Negative, May require trial and error - Neutral, Wood quality could be better - Neutral.
Looks great!. I used this as a room divider in my apartment. Spacious and helps the rooms look put together and tidy. I’m a 51 yo woman and had it together on my own in about an hour with everything properly placed and tightened.;Room divider - Positive, looks great - Positive, spacious - Positive, helpful - Positive, easy assembly - Positive.
love!. MOunted this piece on my bedroom wall and I love it!;Mounted on wall - Neutral, love it - Positive.
Home Office organization. Very sturdy and perfect for my home office. I purchased three of them and put them side by side. They look like built in cabinets for way less.;Home office - Neutral, purchased 3 - Neutral, very sturdy - Positive, built-in look-like - Positive.
Great features. Such a good pair for the desk we bought and the size fits well in a small bedroom.;Good pair - Positive, Desk fit well - Positive, Great features - Positive.
Worth it. The assembly was awkward with those planting aligners and the directions were a bit confusing. The screws bumped one about her when following the directions exactly. But common sense tells you to avoid this. Worth it. I love it.;Awkward assembly - Neutral, confusing directions - Negative, common sense required - Neutral, worth it - Positive.
Perfect. This product is perfect. The wood was of excellent quality. Love the color. The step-by-step instructions were so easy to follow. Can't say enough good about this product. Wish I had more spaces for additional ones.;Excellent quality wood - Positive, Love color - Positive, Easy-to-follow instructions - Positive, Can't say enough good - Positive, Wish for additional ones - Neutral.
. Easy to put together look nice and it sturdy;Easy to put together - Positive, looks nice - Positive, sturdy - Positive.
love it. so fat seemed like the easiest thing I've put together from ikea. very sturdy and durable.;Easiest to put together - Positive, sturdy - Positive, durable - Positive.
Great Shelf - Want More Colors. My sister had bought the 4x4 cube shelf from the kallax series and I absolutely loved it and wanted to get one for myself but the 4x4 was too big for my apartment and so decided to go with the 3x3 which is the perfect size. I only wish that there were more color options for this product as I really wanted the walnut-grey effect option but decided to go with the birch. This shelf was very easy to put together and was very sturdy after assembly.;Loved the 4x4 shelf - Positive, Perfect size- 3x3 - Positive, Sturdy after assembly - Positive, Wish for more color options - neutral.
Sturdy and attractive piece. Sturdy and attractive piece;Sturdy - Positive, Attractive - Positive.
Holds a tremendous amount. I bought two Kallax units for the craft room I'm creating. Will likely add other pieces but wanted to see how much would fit in there first. Assembly was pretty easy;Holds a tremendous amount - positive, easy assembly - positive.
Great design. Makes extra space for my catalogs on my shelves. Love it! The design keeps it from sagging.;Extra space - Positive, Great design - Positive, keeps from sagging - Positive.
Multifunctional. I first bought one for my home office. It looked so nice and worked so well I got three more. Two for my bedroom and another for my office. Easy to assemble and very sturdy.;Bought one (for home office) - Neutral, Multifunctional - Positive, looks nice - Positive, easy to assemble - Positive, very sturdy - Positive, bought three more (for bedroom and office) - Neutral.
Cub storage. We used this to divide a teenager room to give each girl they’re own space it worked perfect looks great and enough for 2 boxes to be shared;Divide teenager room - neutral, looks great - positive, enough space for 2 boxes - positive.
Very sturdy. Accidentally dropped it on the way home, didn’t even dent! No scratches!;Very sturdy - Positive, did not get damaged - Positive.
Perfect!!!. This stand is perfect for the Kallax Shelf. It adds a nice finished look to the overall decor.;Finished look - Positive, perfect for Kallax Shelf - Positive.
I think the price is. I think the price is just a little too high $ 17 each and I needed sixteen $ 300 dollar just for doors along;Price is high - Negative.
simple but good. This is my second product of Kallax unit. they are simple and easy to installed but work good as I expected.;Second product - Neutral, Simple - Neutral, easy to install - Positive, work good - Positive.
Very practical. I have several size Kallax and love them all. My entire closet is now organized and I am in the proses of doing the luandryroom. I also just discovered the door insert and now I can conceal things behind a door yay! I will be buying more as I organize each room. Love Love Love them!;Organized closet - Positive, multiple units - Neutral, love them - Positive, proses of organizing laundryroom - Neutral, discovered door insert - Positive, will buy more -Positive.
Versatile, well-designed, sturdy. We bought two 4x4 Kallaxes for our family room to use a bookcases and grandchild toy storage. The variety of storage boxes makes the latter easy, and the 13” cubbies hold large books. Assembly was easy, but is best done with a helper. The components fit perfectly and securely. We considered alternative bookcases costing up to five times as much, but we doubt the others would be significantly better.;Well-designed bookcases - Positive, sturdy - Positive, easy assembly with helper - neutral, variety of storage boxes - Positive, holds large books - Positive, considerd expensive alternatives - neutral.
KALLAX Shelf. I have a full wall in our garage with these shelves with doors and we store our extended collection of sants figurines during the rest of the year. Very sturdy, easy to assemble, good price. I love these units.;Full wall with shelves - neutral, Extended collection storage - Positive, very sturdy - Positive, easy to assemble - Positive, good price - Positive, love these units - Positive.
Great for corner office or craft room.. Bought it 2 weeks ago had to go back and purchase 1 more its a bookshelf, desk, museum display..;Bought 2 weeks ago - neutral, multi-functional - Positive, bookshelf - neutral, purchased another - neutral.
My favorite square on this sphere. Perfect for records, kitchen cart for appliances i May or May not have splurged on during quarantine, and even a bookshelf nightstand. It’s become my staple does-it-all furniture.;My favorite - Positive, perfect for records - Positive, kitchen cart - Neutral, may have splurged on appliances - Neutral, staple multi-function furniture - Positive.
More storage less area. This 9 cube Kallax was easy to assemble and move. I was looking to have more storage for my kids room, and at a height that they could reach.;More storage - Positive, less area occupied - Positive, easy to assemble - Positive, moveable - Positive, suitable for kids height - neutral.
. Perfect in my living room; Perfect in living room - Positive, No specific product keycharacter shown in sentence.
just okay. I had the larger version in black for years and absolutely loved it, but the high gloss white leaves me feeling just meh... it's just laminate over particle board, which makes it somewhat difficult to assemble. Several of the shelves were dinged when I unpackaged, but not enough to return. I think the quality is just not as good as it was.;High gloss white finish - Neutral, laminate over particle board - Negative, somewhat difficult to assemble - Neutral, several shelves dinged - Negative, quality not as good as before - Negative.
. Awesome! Loved the shelf!;Loved the shelf - Positive.
Perfect!. This KALLAX is the perfect solution for me.;Perfect solution - Positive.
Fit perfectly!. Fit great works well. Easy to,assemble. GREAT!!!!;"Keyphrase 1 - Fits great, Sentiment 1 - Positive,

Keyphrase 2 - Easy to assemble, Sentiment 2 - Positive."
So much storage for a great price. I've had this shelf up for 2 weeks now, and it looks fantastic. The assembly was not as smooth as other Ikea furniture I've put together, but I was able to do it with one other person without breaking any parts or getting injured. A lot of elbow grease is required. Also, I recommend using heavy duty snap toggle anchors if you're going to secure the shelf into drywall. The unit itself is crisp looking (though mine was dented on a side and I didn't notice until getting home) and quite versatile in terms of how you choose to dress it up. Very pleased with this unit.;Great price - Positive, looks fantastic - Positive, assembly not smooth - Neutral, elbow grease required - neutral, heavy duty anchors - Positive, crisp looking unit - Positive, versatile - Positive.
Perfect!. Best storage EVER! It is simply the best. Go and buy this now if you need organized storage.;Best storage - Positive, organized - Positive, simply the best - Positive.
. Love it! Stylish and easy to assemble.;Love it - Positive, Stylish - Positive, easy to assemble - Positive.
Great addition to my bedroom. I had an empty area in my bedroom and this shelf fit perfectly. I use bins and to store items, use it as a bookshelf, and display other decorative items. It is easy to assemble and good for quality.;Fits perfectly - Positive, Empty area in bedroom - Neutral, Used for storage and display - Neutral, Easy to assemble - Positive, Good quality - Positive.
Storage Space. It's good and reliable.;Storage space - Neutral, Good - Neutral, Reliable - Positive.
Perfect for my records. I bought three of these to hang on the wall in a custom arrangement to hold records. The pieces all snap together, but don't feel like they're going to fall apart (which is important since they're holding vinyl). Even with an extra hardware store run to get wall anchors, all three were assembled and hung on the wall in under 2 hours. I do have a few records that are in slightly taller gatefold cases or in their own box that were a tighter fit, but not unmanageable.;Snap together design - Positive, Holds records well - Positive, Quick assembly - Positive, Wall hung - Neutral, Slightly tight fit for larger cases - Neutral.
Great Shelving Unit. I bought this for my son's room, to display his Lego sets in an organized fashion, and we love it!!! It was easy to assemble and the quality is fantastic. I'm really happy with my purchase.;Great shelving unit - Positive, bought for displaying Lego sets - Neutral, easy to assemble - Positive, high quality - Positive, happy with purchase - Positive.
Well made. And an excellent value. Helped to beautifully organize our kitchen.;Well made - Positive, excellent value - Positive, organized kitchen - Positive.
Really nice look. Looks really nice once it’s all put together. The assembly instructions we’re just OK that is why the rating is a little lower. Product itself it’s very nice;Looks nice - Positive, assembly instructions - Negative, product itself - Positive.
Great unit!!. Used these along with Micke desk to create vanities for 3 granddaughters. They LOVE them! They were easy to assemble! I used wood glue to ensure years of use!;Granddaughters love them - Positive, easy to assemble - Positive, used wood glue - Positive.
Works great!. Bought this for our closet, works great, is sturdy and was easy to build. Fills the need of a little extra 'drawer' type storage with the cloth bins.;Works great - Positive, Sturdy - Positive, Easy to build - Positive, Extra storage - Positive.
Perfect Size. This shelf is the perfect size for board games and the price was less then shelves at that mart place.;Perfect size for board games - Positive, less expensive than mart place shelves - Positive.
Very sturdy and flexible arrangement. Very sturdy and flexible arrangement options!;Very sturdy - Positive, Flexible arrangement - Positive.
Great price, better quality!. I bought this over a month ago and also purchased the available caster units. I roll around the storage where I see fit.;Great price - Positive, better quality - Positive, purchased caster units - Neutral, rolls around storage - Positive.
