art_id,text
60275812,Exactly what we needed for. Exactly what we needed for the available space we had.
70301542,Storage AND a room divider . . .. I live in a 1-bedroom apartment. So I used the Kallax unit as storage and divide the bedroom into sleeping area and an office area. Works great !!  But I must leave a few cubes empty. So my Kittty can traverse to my bed.
40501892,Upgrade to a more elegant looking kallax. Love it. Simply adding these legs gives the kallax a much nicer look.
70301537,Love my Kallax. Other than the weight of the shelves (I got the 5x5 so it’s 6’ x 6’) it was a breeze to assemble. I’m very happy with it.
49294529,"Nice display shelves. My daughters Funko Pops needed a place to live so we found these shelves in store. They are easy to put together, except for the bottom and top shelves. They are not predrilled, so it is difficult to get the screws in."
10409932,Great variety of styles and sizes.Sturdy design. I have now purchased 4 units over the last 2 years.Awesome product !
70301537,"Wonderful Storage Option. I love Kallax! I purchased this to organize my craft and sewing room, and it's perfect! Set up was easy and much faster than I expected."
10305741,Ideal for Quick and Easy Storage. The Gloss White Kallax system is perfect in a number of configurations for storage in my modern home. The loft lifestyle come with very little storage solutions. IKEA has made shirt work of those concerns
40275846,"Great Compact Size. Bought this for the end of a closet, to make use of wasted space. Holds books and other miscellaneous items that took up space in the main part of the bedroom, and doesn't take up too much space while doing so. Sturdy and easy to assemble."
30275861,"Kallax. I bought two different Kallax units, one for my closet and larger one against the wall. Easy to put together and now able to be more organized."
10409932,Kallax. Love it
60275812,Loved how this product turned. Loved how this product turned out.
10409932,We love our storage!. We love our storage!
29278304,Worth the wait!@. Out of stock for a long time. I decided to wait and I am happy I did. Love it!
20409936,"Beautiful. Looks great and easy to assemble, even if you're alone. I love that it's wide enough to place two rows of books in it. Mine is placed sideways, so I can display and access my books on both sides."
10275862,Kallax cube shelving. I love this type of shelving. It is helping me keep my craft room organized
80401292,"Just what we needed for our everyday wine. We needed something to store our everyday wines, so we had more room in our temp controlled storage for other wines. We already had a Kallax bookcase (3 actually), so this was the perfect solution to store 9 bottles of our everyday selection outside of the wine frig."
20275885,Love the first one so. Love the first one so I purchased a second one for another room.
69190936,Great Addition!!. Great looking piece!! Took my time assembling due to not wanting to destroy any pieces. Would recommend!!
20409936,Very good storage unit. Very good storage unit
10305741,A work horse of organization. We have a lot of Kallax pieces…from office to closet they are so versatile and sturdy.
30275861,"The square beyond compare!. Let’s start with price: for the functional utility of this unit it can’t be beat. We already had the 12 square unit, which I used for stacking t-shirts and clothing and quickly outgrew. An upgrade to the 16 square unit was a no-brainer and has allowed me much needed storage space that would have otherwise clinically classified my t-shirt buying hobby as hoarding. Truth be told, my wife was sick of me stacking shirts around the room, on the top of dressers and night stands, that something had to give. To say I really needed this item is an understatement. As with most IKEA products there was a little assembly required that I initially dreaded since I didn’t help with the construction of the 12 square unit and therefore didn’t know what to expect. With a little guidance and temperance from my wife, we had it put together in less than an hour."
80487813,Easy to put together and is study. Didn't take too long to put together. Instructions were easy to follow. Boxes were a bit heavy and akward.
20275814,"Sturdy, sleak, and stylish. This. Sturdy, sleak, and stylish. This is a great buy and provided great storage in my house."
10409932,"Perfect For Our Closet. We purchased this for our guest bedroom/Office closet. It was easy enough to put together, especially after viewing a YouTube tutorial. I managed that task alone in fact. The quality is great for what we’ll be needing it for, which is to store office supplies, craft supplies, etc. We purchased a few of the baskets that slide in to the squares, along with one divider for reams of paper. We are very happy with the end result, and highly recommend this product."
60333954,WORKED WELL FOR MY PURPOSES.. WORKED WELL FOR MY PURPOSES.
00275848,Kala x unit. Thanks again Ikea another win
40275846,great shelving unit. Our son needed a study shelving unit in his apartment at a reasonable cost. This unit met his needs.
10275862,Perfect for vinyl collection.. Perfect for vinyl collection.
40346924,Easy to assemble. Works perfectly. Easy to assemble. Works perfectly for what I need.
00275848,"Great product, sturdy and well. Great product, sturdy and well made"
10409932,Great Quality. I am so happy about the quality of the product.
20409936,"Stylish book shelf. Great purchase! We use it for our sons' books, puzzles and small toys (purchased bins for bottom row)."
20275885,Versatile….. Love Kallax. This made the 7th or 8th that we’ve purchased. Great for storage. We use them in most closets.
70286645,Great drawers!. Very easy to install. Very sturdy for the size. great for storing small electronics or other small items
10409932,"Sleek organizer. I needed to consolidate two pieces of old furniture into one and went with the Kallax. I already had one unit in my craft room for yarn. This one would house knitting projects, DVDs and miscellaneous items in the room I spent evenings watching TV while knitting. Love how comfortable the room looks now. The only drawback is waiting for one of the boxes for it to come back in stock."
60275812,"Love these shelves, they're great. Love these shelves, they're great for separating my books by series or collection"
59278307,Functional. Bought to use as temporary storage in bathroom.
70301537,"For the price, I had hoped for better.. We bought the Kallax, plus some drawers and doors. After carefully putting it all together, one of the drawers catches on some mechanism when you pull it out and the doors don't hang perfectly. Just looking at it all put together, it seems nice enough, but when you go to actually use it, the experience is lackluster. For nearly $800 US for the entire configuration, we had hoped for higher quality."
70301542,"Great looking shelving unit! The. Great looking shelving unit! The instructions are pretty easy to follow, but there must be an easier way... All in all I'm very happy with the results."
10275862,Solid. Easy to assemble and expanded our book/media storage areas and makes a great room divider
00275848,This could have been a. This could have been a little cheaper but it still looks nice.
80275887,Very good use in our. Very good use in our closet
00415599,Works again!!!. Great system for storage...easy to put together. It all works well.
40501892,Excellent for my Kallax book. Excellent for my Kallax book shelf
70301537,"Sturdy, good looking.. I did not think I would ever get one but, hey, you can't argue with good design. With the blue Drona baskets and some white Donjons (sp?) it looks fantastic and is an excellent storage system. I am trying to bust clutter."
10305741,"Love our Kallax. Great and versatile storage in my grandchildrens room. It fits perfectly on our IKEA tv console, making for the ideal solution to overflowing toy boxes. We will eventually add some drawer and door inserts."
30275861,Kallax Unit is perfect. I bough a large Kallax and it is perfect for storage in my closet under the stairs.
20275814,"Kallax are very versatile!. We made a plywood base with 6 wheels, I put 4 Kallax cubes on it, topped it off with maple plywood (added a nice edging on the plywood) and made a huge crafting/cutting table. That made the cubbies 30” deep, I can get to them from both sides and they hold a lot of supplies!"
40423719,🤩. 🤩
59442666,"Great unit, looks fantastic.. Purchased this to finish off a bedroom with some clean looking storage. Bought the blue boxes to go in it - holds sheets and blankets perfectly and looks great."
80401292,Very sturdy when inserted in. Very sturdy when inserted in the cube. Exactly what I needed.
00388633,I thought the shelving unit. I thought the shelving unit was I wanted and I thought it was a quality unit and at a great price.
70301537,"Love my Kallax system. I love this Kallax piece. This is what has sold me on IKEA furniture. I placed it in my craft room and had it full in no time. I love that I can group my craft items by section. So, all the scrapbooking materials are grouped together. My puzzles are another group. Painting supplies are together. I have tried to organize before with other organizing units, and it just didn't work. Things were cheaply made and hid my items. With this unit, I am able to see what I have and keep things organized. This is a sturdy system.  I was worried that the shelves would not hold the weight of my items. A year in and all is well. I also love that I can add more Kallax organizers to this unit for my expanding craft supplies. In fact, I purchased a 12 cube to go beside it. Finally, I can't forget to mention all the accessories to go in the cubes. The drawers, shelves, bottle holder. I am able to customize so it works for me. I kick myself that I didn't buy this sooner and save money."
00334536,Best Purchase Ever!. I bought this bookcase because I wanted something to match my Alex desk and the gray Alex drawers were no longer available I am so happy I purchased it because it matches perfectly and it’s so handy I love it
20305745,Kallax yarn display shelving. Looks GREAT!
80487813,I'm waiting for this!. I bought 2 of the smaller shelve stands of this and I love them. It was quite easy to assemble now I'm just waiting for this! I'm using them in the classroom and it looks so beautiful and enough space for all the things I may need.
70301537,Plenty of storage!. Plenty of storage!
40423719,Kallax Inserts. Waited a long time for these to be in stock and well worth the wait as well as the 2.5 hours drive to get them. Sturdy once they are in the cubes and working as I expect for what I need them for with my scraproom. Very satisfied customer.
80334603,"Worked well for a weird place. We bought four teal ones of these and painted the back panels the same off-white as our walls, then we hung them so they were spaced about an inch apart (this was because we thought that hanging them to be right next to each other would easily have little gaps between them and look off). This is all a safe distance over a baseboard heater where we couldn't put a normal bookcase. Then I finished a piece of pine craft wood and put it across the top of the whole thing, which just gives us a nice flat surface for lamp, pictures, what not. Books go inside the boxes. It looks really good and works perfectly."
20275814,Better instructions for assembling. The instructions are difficult to follow because didn’t indicate what littler parts use and every single hole.
80275887,Perfect for my walking closet. My WIC was just a big mess. I got one of this and some boxes and the change is bigger than I expected. Easy to assemble and you can have different combinations or place it vertical or horizontal. Love the look of my closet.
40423719,"Easy to put together, nice. Easy to put together, nice way to organize all my craft papers!"
20275885,The Reigning Champion of Storage. We have Kallax units of varying sizes throughout our house and love the flexibility the bring to storage. Our 2 by 4 units in black/brown flank our Brimnes TV stand a bookcases to create a wall of storage options in our living room. When the holidays roll around the light material the Kallax units are made of lets us easily move them to the garage while our holiday decorations are up. What more could you ask for if it looks great and is highly functional?
70339291,Great!. Excellent choice! very sturdy and it looks fantastic with my other furniture. It's not very easy to assembly but it's worth it.
60275812,"Beautiful!. This cube storage is great! it has nice thick panels and looks very high end! And to top it off? Its very lightweight! I have cube storage from other companies, and they look and feel cheap. NOT this one! Very glad I made this purchase!!"
70301542,Absolutely LOVE this unit!. This unit is amazing! It fits perfectly on my craft room wall and enables me to organize all my tools and supplies.
50339292,"Love it !. I brought this product in early June of this year. I brought some bins to use as storage, I also use it to put my 40in Samsung tv on. The quality is great! The only down was that it didn't state the you would probably need a power drill to fully secure everything. Also I did like the fact that there wasn't a backing, but it didn't matter too much because I just ended up purchasing some bins that made storaging more organize. Also for the value you can't beat it !"
29278304,Excellent storage solution.. Excellent storage solution.
99017186,Great addition to our walk in closet. We looked at other organizers in other stores and this one is by far better quality. It’s a great addition to our walk in closet. Just waiting to be able to get the drawer inserts
80275887,"Purchased three of these. I use two standing up and one on it’s side, easy to assemble, sturdy"
80275887,Sturdy and super versatile.. i love it it looks so good in my sons nursery.
70483274,"It’s great, I wish I. It’s great, I wish I had seen the one with the drawers first however!!"
80275887,". I am happy for bought this shelf, very easy to put together and very strong shelf"
10305802,"Absolutely LOVE this shelf unit!. This is a perfect addition to my small office. I appreciate the simple design (white)....has a modern look, pretty spacious and my cute binders/organizers really give it a pop of color! I'm thinking of getting another one to go under the TV in my bedroom."
50305739,"Kallax Review. The kallax was easy to assemble, love the shiny finish, and quality is as expected."
80275887,"Solid Shelf!. I got this for my craft room and love it!! It solid, sturdy and very well made."
00275848,"Love it. Great product, easy to assemble. Looks great. I just got a second one."
40415601,Fit perfectly in the space.. Fit perfectly in the space. Pretty easy to put together and is holding all my albums
90286649,Returning. Worth it to go back and buy these
30275861,Best storage system for kids. Best storage system for kids bedrooms
20305745,No more dresser drawers. Kallax is perfect for our dresser drawer needs. Using a 5x5 for myself and a 3x4 for my husband. We prefer the deep baskets to shallow drawers. I use the door inserts for sweaters and my husband prefers open shelf for his many jeans. So many options.
40275846,"Great purchase. perfect match to other furniture, fits well and it is nice and sturdy."
10409932,"Shelf. I just love this, might have to buy more"
70342199,. Easy to assemble...good looking and value shelf to create extra space in the kitchen/dinning room area.
40501892,FINALLY. Finally a way to get Kallax off the floor. I hated the idea of having to screw into my shelves just to be able to sweep under them! Perfect solution.
70286645,Great fit. Looks great and very functional.
80275887,". This product was previously purchased and returned. Parts are missing and broken. I went through your process to obtain a shipping label, but I never received a return email from IKEA. Then, Covid happened and I couldn’t drive there to return it myself. I would really like this product replaced so I can set it up in my daughter’s room. I also live over an hour away and would prefer shipping rather than driving to return it due to gas costs and time."
20275814,"Great Quality. I really wanted the larger unit but they were out of stock. I bought 2 smaller units, at the suggestion of a REALLY thoughtful and knowledgeable employee and affixed them together and put them on a stand. I’m thrilled with the outcome!"
40415601,Perfect for Stereo equipment and albums!. Worked out exactly as we had hoped. Easy assembly and with a few added touches filled our need perfectly.
20275885,Excellent vinyl rack. Easy to assemble and spacious
20275814,"Perfect for closet and garage organizing.. A small closet with soaps, toothbrushes, etc was in need or organizing and I ended up assembling the cubes in the closet. Perfect results."
70342199,"Perfect for front door threshold landing. I wanted something for the ""entry way"" to the house which is also midway down the stairs to the lower level. Mostly wanted to display our special rocks and have a place for shoes/clogs on the bottom shelf. I also needed to be able to reach behind to the light switch. With a small decorative string of lights, this was the perfect unit to accomplish it all!"
90286649,"These shelves and the drawers. These shelves and the drawers work well in an office space, they have held up for well over 5 years."
10345073,Hawt and useful. High on looks at low price. Very useful for adding storage.
80334603,"Awful. I ordered this the other day and it arrived promptly just now -- went to put it together and it broke irreparably before I could even get it together. I was planning to use it as a small stand for a tall floor plant, to raise it a bit, and also store a watering can and some supplies -- I was going to order a more expensive pedestal table from West Elm and opted for the inexpensive IKEA hack instead. I'm very sorry I did and will now be ordering from West Elm. $20 down the drain -- don't waste your time or money."
20275814,We really like this product. We really like this product and have now purchased 4 of them.
40346924,"Sturdy. Easy to put togehter.. After buying one Kallax shelf unit, we went back and bought 5 more and will probably add another. We use them throughout the house - from the girls' play area to the office. They are great units."
00275848,Love it!. Love it!
00275848,"Great shelf, Can be horizontal. Great shelf, Can be horizontal or vertical, or hung on a wall."
70301542,We love these shelving units.. We love these shelving units. Bought our first one over 12 years ago. Now we have several and couldn’t be happier with the quality.
89294532,Great item. Great item
20275814,"Great Shelves!. Love these shelves! They are easy to put together, and look great!"
80275887,Exactly what was need. This piece was the perfect fit for my Grandfathers space. I purchased the baskets for closed storage and put labels on the front to keep everything organized for the caretakers.
40415192,. This was a great purchase it fit perfect in a small space without being obtrusive lots of storage and easy to assemble
30275861,Love it. We love the Kallax system. This one is being used as a bookshelf next to one just like it. So simple and classic.
20275885,Answer to my new years resolution.. Easy to.assemble. roomy. Would buy again.
89307643,"Will not fit records or record player. I got this to use as a record box. The dimensions seemed like it would work. But I didn't mean to get the one with a door! I installed it anyway, because it was the first step of the instructions. But when I closed the door, the like, half-inch of space that the door takes up makes the box just barely too small for the records. It also will not fit my record player on top of it. Just don't install the door, I know. I have another unit that I will use to hold the records; it will not have doors."
10409932,Kallax. I love my Kallax. I used Task Rabbit to assemble and they were great.
50339292,"Looks Great, Assembly Could be Easier.... The piece looks great, but let me tell you, the assembly was complicated. You have to be really careful with alignment. May take some trial and error. The wood on this piece could also be a little higher quality."
80275887,Looks great!. I used this as a room divider in my apartment. Spacious and helps the rooms look put together and tidy. I’m a 51 yo woman and had it together on my own in about an hour with everything properly placed and tightened.
80275887,"Hacked the Use. Instead of purchasing a closet system, I used two of the Kallax units to rework a walk in closet. Standing, this particular configuration fits under the existing hanging clothes rack. I place a second Kallax on the other wall in a horizontal position. I can now hang cloths, neatly arrange folded sweaters and jeans, and have more room than ever before."
60275812,love!. MOunted this piece on my bedroom wall and I love it!
80275887,Home Office organization. Very sturdy and perfect for my home office. I purchased three of them and put them side by side. They look like built in cabinets for way less.
20275885,Great features. Such a good pair for the desk we bought and the size fits well in a small bedroom.
59278307,Worth it. The assembly was awkward with those planting aligners and the directions were a bit confusing. The screws bumped one about her when following the directions exactly. But common sense tells you to avoid this. Worth it. I love it.
00388633,Perfect. This product is perfect. The wood was of excellent quality. Love the color. The step-by-step instructions were so easy to follow. Can't say enough good about this product. Wish I had more spaces for additional ones.
40275846,. Easy to put together look nice and it sturdy
10409932,love it. so fat seemed like the easiest thing I've put together from ikea. very sturdy and durable.
00415599,Great Shelf - Want More Colors. My sister had bought the 4x4 cube shelf from the kallax series and I absolutely loved it and wanted to get one for myself but the 4x4 was too big for my apartment and so decided to go with the 3x3 which is the perfect size. I only wish that there were more color options for this product as I really wanted the walnut-grey effect option but decided to go with the birch. This shelf was very easy to put together and was very sturdy after assembly.
70339291,"Great addition to the living room. This is a great shelf, very sturdy and creates a nice divide between the living room and our dinner table. I can confidently place my small speakers and plants without worrying if I bump into it."
10275862,Sturdy and attractive piece. Sturdy and attractive piece
80275887,Holds a tremendous amount. I bought two Kallax units for the craft room I'm creating. Will likely add other pieces but wanted to see how much would fit in there first. Assembly was pretty easy
10345073,Great design. Makes extra space for my catalogs on my shelves. Love it! The design keeps it from sagging.
20275885,Multifunctional. I first bought one for my home office. It looked so nice and worked so well I got three more. Two for my bedroom and another for my office. Easy to assemble and very sturdy.
30275861,Cub storage. We used this to divide a teenager room to give each girl they’re own space it worked perfect looks great and enough for 2 boxes to be shared
50339292,"Very sturdy. Accidentally dropped it on the way home, didn’t even dent! No scratches!"
40501892,Perfect!!!. This stand is perfect for the Kallax Shelf. It adds a nice finished look to the overall decor.
10409932,Nice. Nice
60278170,I think the price is. I think the price is just a little too high $ 17 each and I needed sixteen $ 300 dollar just for doors along
40275846,"Storage for scrapbook supplies. This is ideal for my scrapbook supplies. Was able to assemble in 30 minutes or less. Mounted above Micke desk, thinking of purchasing - love the clean design."
60275812,. Unit worked as expected and matched previous units purchased.
70339291,Love it!. This looks great in my son's room and was easy to put together. Was just what we were looking for.
80275887,Great. I am very happy with my purchase I want to decorate my house with everything from IKEA
70339291,perfect shelving unit. This is the perfect shelving unit for my space in a shotgun style apartment. I had in mind to look for a unit that was a combo of metal and wood and voila! I saw this on floor display with the New signage and was instantly sold. It's pretty straightforward and easy to build. It took about 2 hours because I was watching TV. :)
20275885,"Versatile, good-looking and inexpensive!. I've bought several of these in different configurations, love them all."
20409936,"Solid, easy to set up, looks great!. I purchased this for board game storage and it is just about perfect—sturdy, the sections are a great size, and and the whole unit looks great. The ease of setup was a wonderful bonus."
80275887,Great product!. Easy to assemble. Light weight but very sturdy.
70342199,"Sturdy. Very unique , it could of had the last shelf in wood too!"
70339291,. I am bought this to help organize my closet and I love it. It is pretty enough though to go any place in my house.
59278307,"Great. Great size, great price, and well done."
20275814,Nothing. Nothing
60275812,. Easy to build and stores a lot. Looks good too! Love the height as well.
90428842,"Nice!. I bought three of these to make a small bookcase in the corner of my bedroom. They go together easily enough, but it is hard to get the last corner to meet. I eventually got it to work and it looks great."
40275846,"Great for vinyl records!. I bought a 2x4 unit specifically for storing records. I don't know that I could say enough good things about these! I can store a ton of records, box set, etc. with this and everything fits perfectly. I'm planning to get another/more! The design is nice and simple. I've had it over a year and not a single problem with wear, scratches, finish, etc."
00415599,It’s good quality and perfect. It’s good quality and perfect for what I needed.
30275861,"Good shelf. I miss the more sturdy feel of the expedit collection vs the newer kallax collection. This shelf feels more flimsy. It will work for its purpose of holding my daughters toys, but I don’t expect it to hold up for several years to come"
70301537,Love it for craft and. Love it for craft and sewing room organization - just wish there was a cube system with slightly larger cube dimensions to fit scrapbooking boxes - 15” would be perfection!
60333954,"Easy assembly if you pay attention to the side labeled # 1. I have assembled many IKEA items, this one almost did me in! You MUST be certain to have the side labeled with the # 1 in the correct position or you will be unable to assemble this item correctly. Once I figured that out, assembly was a snap."
50481172,I bought two. And put in both side of tv console
20409936,Good product. pretty sturdy easy to assemble
80275887,Solid piece of furniture and. Solid piece of furniture and very satisfied with the quality.
20275885,love my kallax. my entire office is full of kallax
80275887,"Absolutely Perfect. I just moved from the apartment I'd been living in for 16 years and decideed to take no furniture of any kind with me and start over. I bought three of these, two nighstands, and one rolling office cart to get me started and couldn't be happier."
80275887,Good sturdy product. Good sturdy product
90305803,. We bought this as a shelf for the television and it’s a perfect match.
20275814,Great for organizing toys. Great for organizing toys
50305739,Easy assemble. Great value.. Easy assemble. Great value.
59278307,"Perfect fit. I can perfectly place lots of books, records, and use the drawers for makeup and miscellaneous items, holds so much and very sturdy, looks sleek and a good center piece for a room"
40275846,Awesome. Awesome
70339291,"Lovely Shelving. My husband and I are very pleased with this unit. If only Ikea provided a half size (height) or added width version, we'd be able to complete the our desired look in our sitting room without having to find something to fit next to it to accommodate books."
00275848,"Second answer to new years resolution. A little difficult to assemble, but not impossible."
70286645,Great Product. Great Product
80275887,Love the Kallax to build. Love the Kallax to build my craft area and storage.
30275861,good. good
00415599,"Perfect. We've recently moved into an incredibly small apartment. The kitchen hardly has any cupboard space at all and we were seriously lacking space for our food. The little ""pantry"" they gave us now holds our plastics and appliances. We didn't have any counter space for our microwave, toaster, or toaster oven. Not to mention the lack of space for our dry goods. We bought this and two of the 2x6 kallax shelves to put on either side of it. Now we have all the room we need, plus the top of this for our three appliances we use often. It has plenty of space for stacking cans and keeping cereal boxes. We love our shelves."
40415601,"Team Kallax for Life. If I could build a house from these, I would."
20275814,Great product. Bought the drawers. Great product. Bought the drawers for it and it’s perfect!
30275861,Looks Great!. Easy to put together! Fits perfectly in the assigned space.
60275812,Looks great and is the. Looks great and is the perfect size!
80275887,. Really like this shelf. Very stylish & pretty!!
19931865,Storage shelf. Worked great for my daughters room
20275814,I bought this to use. I bought this to use next to my TV chair. It works as well as I imagined.
00415599,"The 3x4 was sold out,. The 3x4 was sold out, so picked-up the 3x3 and it worked fine. Still planning to pick-up a 3x4 when it's back in stock."
80275887,Amazing. My 8 year old grandson and I put it together in less than 30 minutes. It was easy to assemble and it fit my needs perfect. In fact I will be going back soon to purchase another one for my grandson.
70339291,Looks amazing!. Bought for storage in basement and looks great! Just what we needed for a modern industrial remodel. Already purchased another one.
10409932,Love it!. The Kallax is the very best organizing unit ever!
60221683,"great shelves. they’re modern, with thin, minimal profiles, white, easy to clean and incredibly durable! hopefully these continue to be offered because we could use a few more!!!!"
80275887,It is great for storage. Plus it looks beautiful!. I bought this along with boxes for storage. It looks so nice! It was very easy and fun to build. It's slim and looks great in my room! Very easy way to keep organized.
00415599,Totally versatile!. This is the focus of my pet room. Lots of storage space and places for nap. I love that i can add on drawers or boxes
70301542,"Some issue. When assembling, it was not perfect match with wooden plates.   And there are some scratchs and dirts."
50339292,This piece is beautiful in. This piece is beautiful in my room. The directions were easy to follow.
40275846,. This unit is great adds a nice elegant touch my room
70301537,Great versatile Unit. This thing is huge. Bought the draw & door insertS and made it into a shared dresser for my daughters. Perfect with lots of room. Easy to put together with another set of hands.
40314640,Good product. Good product
60275812,"Perfect for record player!. I bought this bookshelf as a stand for my new record player, and couldn't be happier. Not only is it super sturdy and simply stylish, the cubby holes are the PERFECT size to hold 12-inch records. Win!"
20275885,Versatile storage unit. Great look and can be used vertically or horizontally.
50214678,Love it. I absolutely love the VITTSJO. It is the perfect size. It looks great in my living room.
80303437,"Shelving. Easy to assemble, I have three double units and two single units. I also have several Fjalkinge units in my house, for display of my vintage doll collection. I love these two styles of shelving."
80275887,Just what I needed.. This product along with inserts drawer and cabinets are good combination. I like that there are several inserts options to choose from. Really satisfied with the look and quality. Definitely a must buy!!
20409936,"Nice shelves, easy assembly. These shelves work great for our needs. They are sturdy and assembly was very easy. I was able to assemble them myself, and I am not young and a petite female."
20275885,Toy storage. This has worked very well for storage of my little one's toys.
50339292,Great for teen’s room. We initially purchased the matching desk for our middle school son because the desk is nice and narrow. We liked it so much we decided to purchase this bookshelf because our son loves displaying his Lego creations so this was perfect for that and yet since have some “hidden” storage. And it looks masculine for a young teen turning into an adult.
60275812,"Awesome, WORKS AS I NEEDED. Awesome, WORKS AS I NEEDED"
39278290,Easy storage.. The Kallax series offers great storage at an affordable price. Easy to bring home and put together. Don't forget to search the internet for Ikea Kallax Hacks for some cool ideas.
20409936,"Perfect, and well built !. Wish these were back in stock...at any location !"
20275885,Versatile and good looking. Placed one on its long side behind the sofa and it makes a great console table with storage.
10305741,"Very solid. Very solid piece. Hearty, solid, and I think the wall-anchors are really well done. They are pretty heavy-duty and well concealed. We put one in our daughters room (sideways) as a bookcase, and will likely add at least one more to another room."
70339291,Nice looking shelf. Assembly was easy and the shelf looks good. Definitly looks more expensive than it was.
30275861,. This was our second time purchasing this item. We had one for our daughter and it worked so well with organizing we bought one for our son as well.
00275848,Great product!. I bought this a few weeks ago to help organize my youngest room and I LOVE IT! Each square is big enough for each large basket
20275814,love these with the inserts. love these with the inserts have bought several over the years
20275814,Remodeled sewing room. These two shorter units fit back to back under my cutting table and also hold two plastic containers per opening.
40275846,Smaller than expected for books. Smaller than expected for books
00415599,Kallax Shelf Unit. This shelf unit is sturdy and able to hold lots of books without the worry of the shelves bowing. It has clean lines and fits in with my white sewing furniture. Went together very quickly. Very pleased with my purchase.
10275862,"Perfect for wall unit. Matched up with 3X3 Kallax.. Again worked out great for our needs. Matched up with our other Kallax unit, makes a full wall of storage and a nice addition to the decor in the room."
70339291,Great Shelves. Went together easy. Could not be anymore pleased.
20409936,Perfect for my needs. Set up in my craft area. Each cube holds two 16qt latch bins. Sorting all materials to have at an arms reach.
10409932,"Excellent, as always. The Kallax system is one of my favorites. I have bought and used several different sizes, and they all have held up well, even during moves. They are easy to list together, and look neat when completed."
20275885,"Useful in closet.. I bought this for my 22 year old daughter who needed shelving under her hanging rod in her open closet. She put it together herself, easily and set it horizontally under the hanging clothes. It holds bunches of stuff and looks great!"
40415601,Perfect size for the space I needed it for.. I bought this shelving unit for my den - works perfectly - looks great - easy to assemble.
00275848,Great storage. Easy to assemble. Fit perfectly under my windows and provides tons of storage . Bought cubes to contain and hide the toys. Used horizontally. Bought a second on for my laundry closet. Stacked the washer and dryer and the shelf provides vertical storage. Love these!
80275887,Easy to put together and serves its purpose. Well done for a bookcase without a back to it
80275887,Excellent. Yes.... It is very Ive andas usefull.
30275861,Great quality and easy to assemble!. Product was exactly what I was looking for!
20275814,"Practical Quality. This is my third KALLAX unit. I bought my first one in 1990, and I plan to buy more."
00275848,"Right sized!. I bought this shelf unit when I moved to a smaller place without built ins. It works well for pictures, knic knacks and my battery charging station. the plates that screw into the wall help make this an exceptional item."
20275885,. Its exactly what I needed. And it works great.
89294532,Looks great for the price!. Looks great for the price!
10275862,"Kallai 4 x 4 Shelf unit. I recently relocated and was looking for a new way to store and display my vinyl record collection, this was the perfect solution. Large enough to accommodate all of my LP’s and still leaves room for me to grow the collection. Plus with the drawers on the bottom storage space for all the items you want at your fingertips but don’t want to see."
80275887,"Love this Shelf!. I love this shelf, it was easy to put together, great quality, it was perfect for the space I needed it in."
70342199,Sturdy shelving. Looks great and has the industrial look desired. Well made about an hour to assemble
20275814,Great Storage Shelf. I bought this to store my boxes of misc bedroom stuff. It works perfectly for storage and can be mounted on the wall if need be
10275862,"KALLAX Black. I bought these item several years ago, since then I bought four times now again because it is sound and strong for book shelf. I am totally happy"
70339291,Stylish. Very nice looking shelf and easy assembly.
60275812,"Bad Quality and Service. Really, had to do this review thing twice. It's ridiculous!Got the same unit before and noticed the material has degraded so much during installation. Boards were easily scratched and bent, parts not fitting, and wood sticks broken in process!!! It was a miracle to get this thing assembled. It's a sign to stop shopping at IKEA. Hope I can give this negative rating too!"
80275887,"GOOD MATERIAL. I BOUGHT THIS PIECE FEW WEEKS AGO, I LOVE IT, I AM PLANNING TO GET ANOTHER ONE FOR MY DAUGHTERS ROOM. I USE IT AS A DRESSER."
70286645,Clever design. Adds a functional draw to the Kallax. Ingenious design and clever installation instructions.
60275812,"Perfect. This went together well. It took a slow-paced hour. Follow the diagrams and get a nice-looking case. My albums fit perfectly, as well as my speakers in 2 of the cubes with the turntable on the glass top. Love it."
80275887,"Love it. We bought 2 of them for our office.  We modified them by adding stained wood to the outsides of them, but even without the additional modifications we did on our own, they are very sturdy and heavy duty. We purchased the extra drawers, doors, and casters and are very happy with how it provides stylish storage. They are going to last for a long time-they are not the cheap type of cubby systems that you get at a discount store that don’t hold up. We are very pleased."
50305739,Amazing Modern Storage. I bought this last month to go next to a longer Kallax I’ve had for over a decade. Was able to put it together easily and the glass top adds more picture storage without putting holes in my walls. Love it.
50339292,Great bar. It was easy to build and has gotten so many compliments
20275885,"Not recommended.. I own many Ikea products, and I am delighted with most of them. This particular item seems to be of lower quality than I have experienced with other Ikea pieces. The parts didn't line up as well as I have experienced in the past with other items. The worst part is the chemical smell. It smells like burning plastic. My throat was pretty irritated after assembling, but I figured that the smell would dissipate after a little while. Well, it's been two days, and I just finished moving both Kallax units to the backyard to get the smell out of the house. Hopefully, they will off-gas enough outdoors for me to bring them back inside. Otherwise, I will be returning these shelves."
80275887,Perfect !. It is perfect for what was intended. Multiple units are stacked against a wall in MBR closet. Each cube will hold 2 shoe boxes. My OCD-self is in shoe-heaven!
10275862,"Perfect size. Great, spacious and sturdy."
40275846,"Good product. I brought this product for few moths, and I love all product of KALLAX."
60275812,. The product is great for my office
